time;humantime;cpu0;cpu1;cpu2;cpu3;cpu4;cpu5;cpu6;cpu7;cpu8;memory_used;memory_size
1516492324;21/01/2018 00:52;74.910000;66.710000;64.830000;75.440000;51.480000;65.430000;55.430000;;;7219920000.000000;8000000000.000000
1516492624;21/01/2018 00:57;71.650000;56.890000;62.000000;76.460000;76.590000;48.210000;73.760000;;;7025620000.000000;8000000000.000000
1516492924;21/01/2018 01:02;53.580000;44.830000;77.470000;53.090000;;;;;;7458820000.000000;8000000000.000000
1516493224;21/01/2018 01:07;59.680000;;;;;;;;;7441230000.000000;8000000000.000000
1516493524;21/01/2018 01:12;44.880000;52.590000;67.800000;54.160000;46.450000;72.340000;78.710000;;;7081470000.000000;8000000000.000000
1516493824;21/01/2018 01:17;57.530000;79.520000;54.280000;;;;;;;7121220000.000000;8000000000.000000
1516494124;21/01/2018 01:22;59.180000;71.170000;77.240000;54.300000;43.280000;50.540000;;;;7436220000.000000;8000000000.000000
1516494424;21/01/2018 01:27;67.040000;71.570000;50.840000;44.460000;54.960000;71.710000;57.850000;64.500000;60.280000;7391850000.000000;8000000000.000000
1516494724;21/01/2018 01:32;64.010000;62.970000;70.830000;48.390000;;;;;;7470600000.000000;8000000000.000000
1516495024;21/01/2018 01:37;70.620000;56.530000;77.230000;68.180000;76.250000;55.400000;54.850000;;;7030570000.000000;8000000000.000000
1516495324;21/01/2018 01:42;62.800000;72.010000;62.790000;74.970000;;;;;;7310950000.000000;8000000000.000000
1516495624;21/01/2018 01:47;59.630000;54.030000;;;;;;;;7295870000.000000;8000000000.000000
1516495924;21/01/2018 01:52;61.040000;;;;;;;;;7160910000.000000;8000000000.000000
1516496224;21/01/2018 01:57;66.070000;77.330000;67.350000;70.420000;77.440000;78.060000;;;;7163650000.000000;8000000000.000000
1516496524;21/01/2018 02:02;47.590000;56.460000;74.410000;54.820000;69.540000;57.570000;54.440000;50.180000;;7383330000.000000;8000000000.000000
1516496824;21/01/2018 02:07;57.610000;61.150000;58.670000;;;;;;;7297040000.000000;8000000000.000000
1516497124;21/01/2018 02:12;64.900000;69.260000;69.740000;56.260000;49.690000;56.210000;66.300000;54.880000;52.540000;7265110000.000000;8000000000.000000
1516497424;21/01/2018 02:17;65.430000;52.400000;66.160000;;;;;;;7019150000.000000;8000000000.000000
1516497724;21/01/2018 02:22;60.060000;76.260000;75.060000;58.810000;72.330000;58.990000;51.890000;45.160000;;7019440000.000000;8000000000.000000
1516498024;21/01/2018 02:27;47.900000;56.480000;52.310000;69.330000;72.800000;;;;;7020790000.000000;8000000000.000000
1516498324;21/01/2018 02:32;66.790000;62.220000;70.790000;72.630000;72.430000;78.190000;58.160000;70.980000;;7294370000.000000;8000000000.000000
1516498624;21/01/2018 02:37;63.680000;;;;;;;;;7237840000.000000;8000000000.000000
1516498924;21/01/2018 02:42;59.490000;71.780000;46.680000;55.730000;74.690000;68.870000;66.060000;51.610000;61.160000;7446020000.000000;8000000000.000000
1516499224;21/01/2018 02:47;77.400000;75.980000;52.390000;66.840000;51.400000;46.770000;;;;7466980000.000000;8000000000.000000
1516499524;21/01/2018 02:52;49.590000;74.190000;51.540000;;;;;;;7465000000.000000;8000000000.000000
1516499824;21/01/2018 02:57;59.560000;61.790000;43.560000;;;;;;;7039950000.000000;8000000000.000000
1516500124;21/01/2018 03:02;46.380000;70.670000;70.110000;;;;;;;7168500000.000000;8000000000.000000
1516500424;21/01/2018 03:07;61.530000;57.910000;62.280000;70.760000;72.110000;;;;;7332490000.000000;8000000000.000000
1516500724;21/01/2018 03:12;64.280000;;;;;;;;;7055060000.000000;8000000000.000000
1516501024;21/01/2018 03:17;52.520000;60.440000;73.130000;68.190000;65.950000;47.100000;65.840000;50.630000;62.820000;7384050000.000000;8000000000.000000
1516501324;21/01/2018 03:22;80.290000;68.800000;;;;;;;;7205550000.000000;8000000000.000000
1516501624;21/01/2018 03:27;54.070000;50.440000;62.900000;64.410000;;;;;;7274940000.000000;8000000000.000000
1516501924;21/01/2018 03:32;48.780000;57.090000;;;;;;;;7131160000.000000;8000000000.000000
1516502224;21/01/2018 03:37;74.370000;;;;;;;;;7171240000.000000;8000000000.000000
1516502524;21/01/2018 03:42;54.480000;72.540000;;;;;;;;7487820000.000000;8000000000.000000
1516502824;21/01/2018 03:47;66.240000;76.780000;58.240000;70.340000;47.620000;65.390000;53.900000;46.910000;70.630000;7365590000.000000;8000000000.000000
1516503124;21/01/2018 03:52;52.560000;62.040000;;;;;;;;7288920000.000000;8000000000.000000
1516503424;21/01/2018 03:57;62.070000;52.880000;71.640000;70.680000;57.520000;75.470000;67.290000;;;7082810000.000000;8000000000.000000
1516503724;21/01/2018 04:02;65.190000;60.820000;68.140000;;;;;;;7143710000.000000;8000000000.000000
1516504024;21/01/2018 04:07;69.760000;48.560000;82.960000;;;;;;;7476700000.000000;8000000000.000000
1516504324;21/01/2018 04:12;72.710000;77.470000;68.410000;58.650000;71.290000;;;;;7224230000.000000;8000000000.000000
1516504624;21/01/2018 04:17;54.960000;45.250000;53.760000;;;;;;;7402070000.000000;8000000000.000000
1516504924;21/01/2018 04:22;51.150000;59.340000;;;;;;;;7303040000.000000;8000000000.000000
1516505224;21/01/2018 04:27;67.690000;47.370000;58.970000;61.310000;56.140000;54.110000;57.760000;58.180000;;7131610000.000000;8000000000.000000
1516505524;21/01/2018 04:32;50.670000;67.080000;52.500000;70.410000;59.170000;;;;;7416120000.000000;8000000000.000000
1516505824;21/01/2018 04:37;68.750000;71.110000;56.310000;;;;;;;7416390000.000000;8000000000.000000
1516506124;21/01/2018 04:42;62.800000;;;;;;;;;7108680000.000000;8000000000.000000
1516506424;21/01/2018 04:47;74.130000;80.280000;61.080000;64.280000;54.200000;68.660000;61.620000;57.870000;51.660000;7090710000.000000;8000000000.000000
1516506724;21/01/2018 04:52;58.980000;;;;;;;;;7162800000.000000;8000000000.000000
1516507024;21/01/2018 04:57;66.490000;76.510000;73.390000;54.330000;;;;;;7287110000.000000;8000000000.000000
1516507324;21/01/2018 05:02;52.570000;57.990000;65.020000;71.010000;48.490000;51.470000;67.080000;;;7406190000.000000;8000000000.000000
1516507624;21/01/2018 05:07;55.620000;73.830000;60.970000;55.110000;70.910000;66.550000;71.460000;;;7236290000.000000;8000000000.000000
1516507924;21/01/2018 05:12;58.820000;;;;;;;;;7204340000.000000;8000000000.000000
1516508224;21/01/2018 05:17;58.900000;52.510000;52.260000;53.870000;57.850000;79.270000;76.750000;;;7298210000.000000;8000000000.000000
1516508524;21/01/2018 05:22;74.800000;55.490000;70.250000;51.840000;;;;;;7395790000.000000;8000000000.000000
1516508824;21/01/2018 05:27;69.770000;75.140000;65.950000;59.150000;78.490000;71.010000;70.070000;69.530000;58.920000;7217550000.000000;8000000000.000000
1516509124;21/01/2018 05:32;63.110000;60.490000;;;;;;;;7260190000.000000;8000000000.000000
1516509424;21/01/2018 05:37;54.810000;54.160000;75.920000;54.000000;;;;;;7489410000.000000;8000000000.000000
1516509724;21/01/2018 05:42;70.990000;71.440000;;;;;;;;7394890000.000000;8000000000.000000
1516510024;21/01/2018 05:47;52.280000;56.940000;73.100000;55.750000;;;;;;7446160000.000000;8000000000.000000
1516510324;21/01/2018 05:52;53.300000;51.300000;48.800000;67.430000;49.220000;61.400000;46.750000;;;7450200000.000000;8000000000.000000
1516510624;21/01/2018 05:57;56.240000;51.020000;58.910000;;;;;;;7051720000.000000;8000000000.000000
1516510924;21/01/2018 06:02;66.800000;71.330000;64.440000;45.430000;72.740000;42.690000;;;;7380590000.000000;8000000000.000000
1516511224;21/01/2018 06:07;63.860000;44.030000;;;;;;;;7303950000.000000;8000000000.000000
1516511524;21/01/2018 06:12;60.590000;75.220000;78.170000;69.230000;52.060000;53.730000;64.040000;75.250000;73.960000;7161330000.000000;8000000000.000000
1516511824;21/01/2018 06:17;53.820000;55.470000;44.460000;69.350000;62.970000;40.450000;48.390000;;;7214630000.000000;8000000000.000000
1516512124;21/01/2018 06:22;78.050000;72.010000;58.250000;;;;;;;7056820000.000000;8000000000.000000
1516512424;21/01/2018 06:27;75.360000;69.660000;73.390000;51.240000;67.390000;51.640000;48.260000;73.200000;57.890000;7132750000.000000;8000000000.000000
1516512724;21/01/2018 06:32;49.690000;69.630000;51.660000;62.720000;67.050000;52.580000;64.530000;63.570000;52.780000;7255860000.000000;8000000000.000000
1516513024;21/01/2018 06:37;66.600000;69.120000;68.660000;69.650000;;;;;;7037100000.000000;8000000000.000000
1516513324;21/01/2018 06:42;78.310000;69.340000;;;;;;;;7458860000.000000;8000000000.000000
1516513624;21/01/2018 06:47;53.930000;78.970000;79.030000;71.510000;;;;;;7497710000.000000;8000000000.000000
1516513924;21/01/2018 06:52;51.290000;77.890000;;;;;;;;7296100000.000000;8000000000.000000
1516514224;21/01/2018 06:57;52.370000;;;;;;;;;7250390000.000000;8000000000.000000
1516514524;21/01/2018 07:02;55.640000;60.810000;66.190000;58.460000;64.270000;76.330000;59.940000;57.040000;;7301180000.000000;8000000000.000000
1516514824;21/01/2018 07:07;66.180000;50.980000;;;;;;;;7094010000.000000;8000000000.000000
1516515124;21/01/2018 07:12;61.770000;71.920000;78.480000;71.840000;53.810000;50.650000;66.790000;57.730000;58.580000;7396920000.000000;8000000000.000000
1516515424;21/01/2018 07:17;53.110000;50.970000;73.930000;61.500000;68.750000;51.410000;73.160000;66.620000;72.310000;7147880000.000000;8000000000.000000
1516515724;21/01/2018 07:22;55.190000;69.280000;;;;;;;;7347130000.000000;8000000000.000000
1516516024;21/01/2018 07:27;48.030000;71.470000;68.490000;72.320000;;;;;;7238620000.000000;8000000000.000000
1516516324;21/01/2018 07:32;66.120000;67.620000;47.880000;74.670000;69.730000;76.690000;79.890000;51.030000;;7230230000.000000;8000000000.000000
1516516624;21/01/2018 07:37;69.110000;53.380000;75.750000;69.620000;;;;;;7329740000.000000;8000000000.000000
1516516924;21/01/2018 07:42;49.620000;62.440000;;;;;;;;7371170000.000000;8000000000.000000
1516517224;21/01/2018 07:47;56.510000;60.910000;60.760000;72.950000;81.180000;57.920000;56.690000;62.970000;69.990000;7052240000.000000;8000000000.000000
1516517524;21/01/2018 07:52;77.830000;57.460000;56.750000;78.630000;;;;;;7115940000.000000;8000000000.000000
1516517824;21/01/2018 07:57;63.100000;;;;;;;;;7260440000.000000;8000000000.000000
1516518124;21/01/2018 08:02;51.740000;65.670000;60.610000;60.430000;49.450000;79.240000;50.940000;76.280000;55.510000;7017880000.000000;8000000000.000000
1516518424;21/01/2018 08:07;55.790000;51.990000;64.730000;64.910000;76.670000;56.620000;;;;7018590000.000000;8000000000.000000
1516518724;21/01/2018 08:12;65.190000;47.350000;78.800000;66.250000;;;;;;7440880000.000000;8000000000.000000
1516519024;21/01/2018 08:17;71.010000;65.670000;;;;;;;;7411950000.000000;8000000000.000000
1516519324;21/01/2018 08:22;73.470000;65.020000;50.620000;54.140000;66.920000;62.640000;52.730000;55.000000;79.840000;7286800000.000000;8000000000.000000
1516519624;21/01/2018 08:27;59.270000;74.740000;69.370000;72.710000;;;;;;7335430000.000000;8000000000.000000
1516519924;21/01/2018 08:32;58.920000;53.470000;45.950000;73.730000;;;;;;7154680000.000000;8000000000.000000
1516520224;21/01/2018 08:37;51.190000;65.090000;73.550000;56.450000;56.370000;46.310000;68.120000;;;7191660000.000000;8000000000.000000
1516520524;21/01/2018 08:42;51.430000;59.640000;69.320000;52.700000;54.550000;62.860000;;;;7163210000.000000;8000000000.000000
1516520824;21/01/2018 08:47;48.750000;74.080000;71.130000;57.190000;71.250000;58.890000;67.150000;67.760000;;7065570000.000000;8000000000.000000
1516521124;21/01/2018 08:52;73.150000;65.340000;60.840000;;;;;;;7133630000.000000;8000000000.000000
1516521424;21/01/2018 08:57;55.220000;60.030000;67.820000;55.980000;59.250000;;;;;7188380000.000000;8000000000.000000
1516521724;21/01/2018 09:02;64.840000;62.940000;56.920000;58.620000;81.720000;71.210000;70.510000;47.120000;61.570000;7116280000.000000;8000000000.000000
1516522024;21/01/2018 09:07;69.610000;70.850000;51.860000;65.880000;70.320000;67.380000;74.030000;59.610000;;7305190000.000000;8000000000.000000
1516522324;21/01/2018 09:12;47.400000;61.070000;;;;;;;;7304500000.000000;8000000000.000000
1516522624;21/01/2018 09:17;66.880000;64.260000;74.120000;58.800000;50.140000;;;;;7257020000.000000;8000000000.000000
1516522924;21/01/2018 09:22;64.050000;45.710000;60.810000;72.090000;;;;;;7320690000.000000;8000000000.000000
1516523224;21/01/2018 09:27;79.160000;47.220000;51.670000;51.150000;56.470000;54.160000;63.410000;67.330000;52.230000;7375730000.000000;8000000000.000000
1516523524;21/01/2018 09:32;71.180000;67.530000;49.330000;58.740000;53.080000;53.730000;54.640000;68.290000;;7450960000.000000;8000000000.000000
1516523824;21/01/2018 09:37;55.760000;54.740000;62.280000;;;;;;;7125340000.000000;8000000000.000000
1516524124;21/01/2018 09:42;59.240000;62.240000;62.320000;63.960000;69.550000;80.810000;49.650000;51.890000;;7375100000.000000;8000000000.000000
1516524424;21/01/2018 09:47;64.650000;71.390000;50.300000;69.700000;59.710000;;;;;7427460000.000000;8000000000.000000
1516524724;21/01/2018 09:52;69.450000;78.450000;;;;;;;;7182050000.000000;8000000000.000000
1516525024;21/01/2018 09:57;69.410000;;;;;;;;;7114500000.000000;8000000000.000000
1516525324;21/01/2018 10:02;59.350000;59.030000;67.320000;53.990000;65.780000;47.230000;71.520000;;;7168860000.000000;8000000000.000000
1516525624;21/01/2018 10:07;72.170000;71.680000;58.980000;47.750000;73.560000;66.820000;52.320000;;;7079170000.000000;8000000000.000000
1516525924;21/01/2018 10:12;48.810000;75.380000;69.070000;77.970000;72.680000;57.610000;74.960000;;;7122120000.000000;8000000000.000000
1516526224;21/01/2018 10:17;58.570000;68.480000;69.020000;66.630000;;;;;;7206450000.000000;8000000000.000000
1516526524;21/01/2018 10:22;49.520000;50.870000;49.760000;76.580000;53.290000;70.750000;;;;7434190000.000000;8000000000.000000
1516526824;21/01/2018 10:27;69.230000;58.960000;46.690000;72.540000;64.610000;71.040000;69.070000;67.810000;;7448870000.000000;8000000000.000000
1516527124;21/01/2018 10:32;55.100000;74.020000;64.120000;55.930000;;;;;;7181150000.000000;8000000000.000000
1516527424;21/01/2018 10:37;54.530000;55.090000;46.440000;67.020000;52.420000;53.700000;;;;7058650000.000000;8000000000.000000
1516527724;21/01/2018 10:42;67.690000;52.700000;;;;;;;;7113730000.000000;8000000000.000000
1516528024;21/01/2018 10:47;69.010000;53.440000;66.260000;;;;;;;7314520000.000000;8000000000.000000
1516528324;21/01/2018 10:52;54.280000;45.150000;68.220000;78.880000;;;;;;7432930000.000000;8000000000.000000
1516528624;21/01/2018 10:57;66.340000;71.630000;;;;;;;;7429710000.000000;8000000000.000000
1516528924;21/01/2018 11:02;62.140000;49.790000;68.030000;67.800000;53.840000;;;;;7339910000.000000;8000000000.000000
1516529224;21/01/2018 11:07;61.540000;59.130000;46.390000;66.390000;57.960000;;;;;7133960000.000000;8000000000.000000
1516529524;21/01/2018 11:12;52.380000;63.160000;62.130000;62.210000;67.900000;50.090000;58.520000;69.750000;47.590000;7331020000.000000;8000000000.000000
1516529824;21/01/2018 11:17;68.460000;79.970000;;;;;;;;7122040000.000000;8000000000.000000
1516530124;21/01/2018 11:22;71.900000;70.030000;57.860000;64.400000;56.640000;69.860000;70.870000;69.470000;70.800000;7079650000.000000;8000000000.000000
1516530424;21/01/2018 11:27;64.800000;70.610000;69.030000;77.200000;71.180000;46.150000;57.130000;68.840000;;7400570000.000000;8000000000.000000
1516530724;21/01/2018 11:32;58.080000;72.960000;48.740000;60.320000;65.550000;57.040000;;;;7273620000.000000;8000000000.000000
1516531024;21/01/2018 11:37;54.170000;59.880000;69.440000;62.740000;48.030000;68.590000;50.060000;;;7467030000.000000;8000000000.000000
1516531324;21/01/2018 11:42;67.030000;51.480000;45.700000;;;;;;;7118100000.000000;8000000000.000000
1516531624;21/01/2018 11:47;77.690000;50.380000;;;;;;;;7436640000.000000;8000000000.000000
1516531924;21/01/2018 11:52;67.510000;79.380000;52.570000;71.990000;;;;;;7386390000.000000;8000000000.000000
1516532224;21/01/2018 11:57;73.940000;64.000000;58.310000;71.570000;76.370000;73.960000;;;;7481420000.000000;8000000000.000000
1516532524;21/01/2018 12:02;65.950000;79.770000;;;;;;;;7398440000.000000;8000000000.000000
1516532824;21/01/2018 12:07;57.450000;51.490000;48.190000;63.880000;46.890000;61.320000;55.900000;;;7480470000.000000;8000000000.000000
1516533124;21/01/2018 12:12;53.230000;56.110000;45.140000;73.100000;74.700000;64.810000;;;;7021530000.000000;8000000000.000000
1516533424;21/01/2018 12:17;72.500000;67.590000;53.330000;50.450000;58.800000;;;;;7315680000.000000;8000000000.000000
1516533724;21/01/2018 12:22;66.760000;69.420000;71.870000;55.210000;68.470000;;;;;7209220000.000000;8000000000.000000
1516534024;21/01/2018 12:27;50.600000;49.840000;61.830000;58.760000;53.040000;70.540000;80.630000;60.360000;56.130000;7359740000.000000;8000000000.000000
1516534324;21/01/2018 12:32;50.000000;58.610000;57.470000;58.490000;59.600000;52.620000;;;;7342360000.000000;8000000000.000000
1516534624;21/01/2018 12:37;71.380000;71.230000;57.200000;50.490000;63.630000;;;;;7227550000.000000;8000000000.000000
1516534924;21/01/2018 12:42;54.510000;73.020000;68.170000;69.300000;50.830000;63.970000;66.210000;;;7180010000.000000;8000000000.000000
1516535224;21/01/2018 12:47;46.760000;46.020000;50.750000;57.080000;;;;;;7390370000.000000;8000000000.000000
1516535524;21/01/2018 12:52;68.630000;52.510000;54.390000;65.260000;66.640000;54.310000;61.530000;53.760000;;7496870000.000000;8000000000.000000
1516535824;21/01/2018 12:57;50.560000;55.520000;79.040000;58.200000;66.150000;71.010000;61.640000;75.740000;;7298180000.000000;8000000000.000000
1516536124;21/01/2018 13:02;55.830000;67.410000;56.510000;70.750000;71.690000;;;;;7276870000.000000;8000000000.000000
1516536424;21/01/2018 13:07;66.840000;71.970000;67.110000;77.510000;46.970000;52.720000;;;;7278830000.000000;8000000000.000000
1516536724;21/01/2018 13:12;47.280000;70.070000;;;;;;;;7246470000.000000;8000000000.000000
1516537024;21/01/2018 13:17;44.930000;59.490000;60.410000;52.600000;59.460000;;;;;7067480000.000000;8000000000.000000
1516537324;21/01/2018 13:22;81.750000;74.320000;59.550000;66.650000;58.280000;46.460000;76.620000;;;7426600000.000000;8000000000.000000
1516537624;21/01/2018 13:27;64.540000;56.680000;45.800000;;;;;;;7084980000.000000;8000000000.000000
1516537924;21/01/2018 13:32;68.440000;;;;;;;;;7400730000.000000;8000000000.000000
1516538224;21/01/2018 13:37;55.500000;45.760000;74.870000;50.970000;73.940000;76.170000;70.500000;72.320000;59.380000;7213610000.000000;8000000000.000000
1516538524;21/01/2018 13:42;64.730000;47.320000;69.460000;58.560000;75.240000;;;;;7088940000.000000;8000000000.000000
1516538824;21/01/2018 13:47;70.460000;71.840000;53.040000;57.890000;53.220000;52.720000;63.040000;;;7277250000.000000;8000000000.000000
1516539124;21/01/2018 13:52;64.230000;69.020000;61.450000;73.780000;;;;;;7475330000.000000;8000000000.000000
1516539424;21/01/2018 13:57;53.850000;;;;;;;;;7234500000.000000;8000000000.000000
1516539724;21/01/2018 14:02;57.400000;59.750000;65.020000;;;;;;;7121150000.000000;8000000000.000000
1516540024;21/01/2018 14:07;71.130000;72.880000;66.110000;60.170000;50.200000;75.260000;64.680000;;;7098480000.000000;8000000000.000000
1516540324;21/01/2018 14:12;58.270000;50.550000;71.420000;58.110000;52.650000;59.040000;76.690000;61.140000;63.500000;7146470000.000000;8000000000.000000
1516540624;21/01/2018 14:17;68.790000;58.500000;69.690000;48.920000;53.990000;68.860000;43.840000;51.240000;59.100000;7043340000.000000;8000000000.000000
1516540924;21/01/2018 14:22;72.320000;78.780000;;;;;;;;7408630000.000000;8000000000.000000
1516541224;21/01/2018 14:27;80.180000;65.540000;72.970000;63.130000;73.740000;79.910000;79.340000;;;7097210000.000000;8000000000.000000
1516541524;21/01/2018 14:32;60.140000;73.590000;54.090000;69.900000;52.260000;48.970000;73.850000;60.830000;;7242470000.000000;8000000000.000000
1516541824;21/01/2018 14:37;65.770000;55.920000;54.510000;42.920000;59.120000;67.080000;;;;7385370000.000000;8000000000.000000
1516542124;21/01/2018 14:42;65.720000;;;;;;;;;7330510000.000000;8000000000.000000
1516542424;21/01/2018 14:47;47.500000;48.360000;60.650000;;;;;;;7268390000.000000;8000000000.000000
1516542724;21/01/2018 14:52;82.520000;60.090000;68.910000;63.110000;;;;;;7115780000.000000;8000000000.000000
1516543024;21/01/2018 14:57;62.640000;63.960000;64.280000;59.090000;61.450000;57.020000;60.000000;;;7485210000.000000;8000000000.000000
1516543324;21/01/2018 15:02;73.940000;80.780000;51.120000;;;;;;;7323290000.000000;8000000000.000000
1516543624;21/01/2018 15:07;76.040000;67.540000;70.500000;53.130000;55.940000;55.770000;59.210000;68.690000;;7018880000.000000;8000000000.000000
1516543924;21/01/2018 15:12;61.380000;;;;;;;;;7392390000.000000;8000000000.000000
1516544224;21/01/2018 15:17;53.500000;73.800000;58.220000;64.550000;70.360000;72.670000;;;;7375200000.000000;8000000000.000000
1516544524;21/01/2018 15:22;56.690000;56.560000;57.520000;77.070000;63.070000;57.410000;71.840000;60.990000;;7276590000.000000;8000000000.000000
1516544824;21/01/2018 15:27;67.970000;68.620000;67.240000;49.610000;69.300000;50.000000;61.590000;71.230000;60.110000;7233990000.000000;8000000000.000000
1516545124;21/01/2018 15:32;70.700000;55.680000;69.330000;65.910000;77.890000;49.320000;77.620000;50.470000;60.920000;7061320000.000000;8000000000.000000
1516545424;21/01/2018 15:37;46.030000;;;;;;;;;7198010000.000000;8000000000.000000
1516545724;21/01/2018 15:42;55.740000;76.520000;69.480000;72.590000;;;;;;7115940000.000000;8000000000.000000
1516546024;21/01/2018 15:47;66.470000;72.760000;44.440000;57.200000;;;;;;7433240000.000000;8000000000.000000
1516546324;21/01/2018 15:52;56.970000;58.880000;54.660000;72.700000;;;;;;7274000000.000000;8000000000.000000
1516546624;21/01/2018 15:57;58.800000;;;;;;;;;7327450000.000000;8000000000.000000
1516546924;21/01/2018 16:02;69.390000;51.490000;67.750000;71.510000;63.080000;76.290000;50.800000;56.320000;61.070000;7373130000.000000;8000000000.000000
1516547224;21/01/2018 16:07;59.470000;45.730000;;;;;;;;7023310000.000000;8000000000.000000
1516547524;21/01/2018 16:12;75.760000;76.240000;64.660000;71.680000;53.770000;51.770000;;;;7007460000.000000;8000000000.000000
1516547824;21/01/2018 16:17;53.560000;50.580000;69.840000;70.760000;52.220000;;;;;7239930000.000000;8000000000.000000
1516548124;21/01/2018 16:22;72.300000;47.830000;48.030000;77.670000;73.090000;64.560000;;;;7208990000.000000;8000000000.000000
1516548424;21/01/2018 16:27;67.670000;69.560000;70.210000;75.150000;69.920000;74.450000;68.860000;62.680000;;7492230000.000000;8000000000.000000
1516548724;21/01/2018 16:32;44.890000;67.670000;64.930000;58.490000;68.570000;56.890000;60.100000;52.030000;50.510000;7349290000.000000;8000000000.000000
1516549024;21/01/2018 16:37;52.120000;70.150000;69.850000;74.780000;60.530000;75.730000;45.620000;47.240000;69.880000;7166540000.000000;8000000000.000000
1516549324;21/01/2018 16:42;78.950000;70.250000;47.260000;51.530000;62.770000;78.820000;65.320000;42.810000;55.630000;7395560000.000000;8000000000.000000
1516549624;21/01/2018 16:47;74.730000;56.610000;75.970000;69.170000;59.960000;53.430000;;;;7151010000.000000;8000000000.000000
1516549924;21/01/2018 16:52;55.780000;67.700000;65.290000;;;;;;;7185090000.000000;8000000000.000000
1516550224;21/01/2018 16:57;62.910000;53.300000;72.290000;55.730000;64.590000;58.640000;63.780000;68.330000;78.780000;7226820000.000000;8000000000.000000
1516550524;21/01/2018 17:02;48.880000;53.220000;75.470000;80.500000;62.300000;58.150000;67.650000;;;7281610000.000000;8000000000.000000
1516550824;21/01/2018 17:07;70.940000;69.080000;51.450000;54.930000;77.730000;63.210000;65.960000;73.280000;;7247500000.000000;8000000000.000000
1516551124;21/01/2018 17:12;54.390000;65.520000;60.870000;79.550000;63.840000;60.210000;52.080000;70.290000;52.830000;7476330000.000000;8000000000.000000
1516551424;21/01/2018 17:17;65.760000;54.880000;63.160000;74.890000;66.990000;51.950000;;;;7154520000.000000;8000000000.000000
1516551724;21/01/2018 17:22;55.150000;60.510000;;;;;;;;7425590000.000000;8000000000.000000
1516552024;21/01/2018 17:27;55.510000;;;;;;;;;7220280000.000000;8000000000.000000
1516552324;21/01/2018 17:32;53.570000;;;;;;;;;7489650000.000000;8000000000.000000
1516552624;21/01/2018 17:37;47.790000;62.310000;;;;;;;;7143300000.000000;8000000000.000000
1516552924;21/01/2018 17:42;60.240000;73.340000;54.530000;55.510000;58.280000;;;;;7391730000.000000;8000000000.000000
1516553224;21/01/2018 17:47;61.810000;70.760000;70.220000;66.130000;61.620000;;;;;7074440000.000000;8000000000.000000
1516553524;21/01/2018 17:52;62.760000;;;;;;;;;7137240000.000000;8000000000.000000
1516553824;21/01/2018 17:57;56.430000;53.740000;60.140000;61.630000;67.960000;47.610000;47.100000;66.570000;;7042040000.000000;8000000000.000000
1516554124;21/01/2018 18:02;73.520000;54.110000;56.340000;75.910000;75.980000;;;;;7466940000.000000;8000000000.000000
1516554424;21/01/2018 18:07;60.360000;70.060000;55.170000;74.470000;65.600000;;;;;7442880000.000000;8000000000.000000
1516554724;21/01/2018 18:12;61.530000;;;;;;;;;7461630000.000000;8000000000.000000
1516555024;21/01/2018 18:17;68.030000;53.120000;;;;;;;;7273490000.000000;8000000000.000000
1516555324;21/01/2018 18:22;48.720000;63.110000;55.040000;;;;;;;7223670000.000000;8000000000.000000
1516555624;21/01/2018 18:27;78.520000;58.540000;67.490000;60.720000;72.390000;;;;;7379000000.000000;8000000000.000000
1516555924;21/01/2018 18:32;57.120000;76.290000;79.110000;65.950000;54.880000;74.440000;;;;7145570000.000000;8000000000.000000
1516556224;21/01/2018 18:37;49.400000;72.950000;53.110000;72.170000;50.580000;56.270000;;;;7228020000.000000;8000000000.000000
1516556524;21/01/2018 18:42;71.750000;63.350000;70.980000;74.830000;54.260000;73.090000;51.930000;75.600000;64.670000;7126580000.000000;8000000000.000000
1516556824;21/01/2018 18:47;65.920000;54.450000;61.210000;69.750000;52.760000;;;;;7313160000.000000;8000000000.000000
1516557124;21/01/2018 18:52;81.460000;58.820000;79.200000;71.690000;74.610000;60.670000;64.810000;79.250000;71.640000;7071690000.000000;8000000000.000000
1516557424;21/01/2018 18:57;69.210000;72.150000;70.260000;;;;;;;7276650000.000000;8000000000.000000
1516557724;21/01/2018 19:02;73.740000;51.360000;75.760000;54.470000;;;;;;7095330000.000000;8000000000.000000
1516558024;21/01/2018 19:07;62.080000;46.240000;70.610000;66.430000;45.500000;59.060000;71.500000;75.080000;;7457640000.000000;8000000000.000000
1516558324;21/01/2018 19:12;50.960000;55.860000;75.440000;;;;;;;7309680000.000000;8000000000.000000
1516558624;21/01/2018 19:17;76.820000;47.980000;52.390000;66.430000;64.960000;;;;;7261880000.000000;8000000000.000000
1516558924;21/01/2018 19:22;60.780000;;;;;;;;;7048710000.000000;8000000000.000000
1516559224;21/01/2018 19:27;59.770000;76.070000;49.460000;;;;;;;7330370000.000000;8000000000.000000
1516559524;21/01/2018 19:32;73.950000;60.810000;74.230000;48.380000;44.970000;61.150000;49.900000;75.980000;;7483990000.000000;8000000000.000000
1516559824;21/01/2018 19:37;51.710000;60.820000;65.820000;;;;;;;7281230000.000000;8000000000.000000
1516560124;21/01/2018 19:42;61.300000;57.530000;64.820000;63.040000;45.350000;60.180000;63.380000;61.880000;43.730000;7351140000.000000;8000000000.000000
